severity,code,id,language,url,detail
INFO,legacy_phrase_review,5185,it,http://rentacar-venezia-local.local/privacy-policy/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5186,en,http://rentacar-venezia-local.local/en/privacy-policy-2/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5187,ro,http://rentacar-venezia-local.local/ro/politica-de-confidentialitate/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5188,ru,http://rentacar-venezia-local.local/ru/politika-konfidentsialnosti/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5179,it,http://rentacar-venezia-local.local/cookie-policy/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5181,ro,http://rentacar-venezia-local.local/ro/politica-privind-cookie-urile/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5182,ru,http://rentacar-venezia-local.local/ru/politika-ispolzovaniya-faylov-cookie/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5035,en,http://rentacar-venezia-local.local/en/how-it-works-2/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5036,ro,http://rentacar-venezia-local.local/ro/cum-functioneaza/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5037,ru,http://rentacar-venezia-local.local/ru/kak-eto-rabotaet/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5038,en,http://rentacar-venezia-local.local/en/rental-requirements-2/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5039,ro,http://rentacar-venezia-local.local/ro/conditii-inchiriere/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5040,ru,http://rentacar-venezia-local.local/ru/usloviya-arendy/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5041,en,http://rentacar-venezia-local.local/en/terms-and-conditions-2/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5042,ro,http://rentacar-venezia-local.local/ro/termeni-conditii/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5043,ru,http://rentacar-venezia-local.local/ru/usloviya-i-polozheniya/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5044,en,http://rentacar-venezia-local.local/en/guides-2/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5045,ro,http://rentacar-venezia-local.local/ro/ghiduri/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5046,ru,http://rentacar-venezia-local.local/ru/putevoditeli/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5021,it,http://rentacar-venezia-local.local/terms-and-conditions/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5022,it,http://rentacar-venezia-local.local/guides/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5017,it,http://rentacar-venezia-local.local/how-it-works/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,5018,it,http://rentacar-venezia-local.local/rental-requirements/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,3214,ro,http://rentacar-venezia-local.local/ro/intrebari-frecvente/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,2426,ro,http://rentacar-venezia-local.local/ro/contacte-si-asistenta/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,2408,ro,http://rentacar-venezia-local.local/ro/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,23,ru,http://rentacar-venezia-local.local/ru/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,20,en,http://rentacar-venezia-local.local/en/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,8,en,http://rentacar-venezia-local.local/en/contact/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,3166,it,http://rentacar-venezia-local.local/contatti/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,3125,en,http://rentacar-venezia-local.local/en/frequents/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,3149,ru,http://rentacar-venezia-local.local/ru/chasto-zadavayemyye/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,3161,it,http://rentacar-venezia-local.local/faq/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
INFO,legacy_phrase_review,73,ru,http://rentacar-venezia-local.local/ru/kontakty-i-pomoshch/,"Review whether Rent a Car Venezia is being used as identity instead of a search phrase."
